ProductCode,Name,FaName,BrandName,BrandId,CategoryName,CategoryId
gsp-14948,Samsung Galaxy S20 FE 5G Vietnam 128GB/6GB RAM,گوشی موبایل سامسونگ مدل گلکسی S20 FE 5G ظرفیت 128 گیگابایت رم 6 گیگابایت - ویتنام,سامسونگ,1,گوشی موبایل,105
gsp-14553,Samsung Galaxy Z Fold 6 256GB/12GB RAM,گوشی موبایل سامسونگ مدل گلکسی Z Fold 6 ظرفیت 256 گیگابایت رم 12 گیگابایت,سامسونگ,1,گوشی موبایل,105
gsp-15169,Samsung Galaxy Z Fold 6 Vietnam 256GB/12GB RAM,گوشی موبایل سامسونگ مدل گلکسی Z Fold 6 ظرفیت 256 گیگابایت رم 12 گیگابایت - ویتنام,سامسونگ,1,گوشی موبایل,105
gsp-15170,Samsung Galaxy Z Flip 6 Vietnam 256GB/12GB RAM,گوشی موبایل سامسونگ مدل گلکسی Z Flip 6 ظرفیت 256 گیگابایت رم 12 گیگابایت - ویتنام,سامسونگ,1,گوشی موبایل,105
gsp-15135,Samsung Galaxy Z Flip 6 256GB/8GB RAM,گوشی موبایل سامسونگ مدل گلکسی Z Flip 6 ظرفیت 256 گیگابایت رم 8 گیگابایت,سامسونگ,1,گوشی موبایل,105
gsp-14547,Samsung Galaxy Z Flip 6 256GB/12GB RAM,گوشی موبایل سامسونگ مدل گلکسی Z Flip 6 ظرفیت 256 گیگابایت رم 12 گیگابایت,سامسونگ,1,گوشی موبایل,105
gsp-15171,Samsung Galaxy Tab A9 (SM-X115) 64/4GB Tablet,تبلت گلکسی تب A9 سامسونگ (SM-X115) ظرفیت 64 گیگابایت رم 4 گیگابایت,سامسونگ,1,تبلت,106
gsp-15177,Samsung Galaxy Tab A9 Plus 5G (SM-X216) 64/4GB Tablet,تبلت گلکسی تب A9 Plus 5G سامسونگ (SM-X216) ظرفیت 64 گیگابایت رم 4 گیگابایت,سامسونگ,1,تبلت,106
gsp-14644,Samsung Galaxy A35 Vietnam 128GB/6GB RAM,گوشی موبایل سامسونگ مدل گلکسی A35 ظرفیت 128 گیگابایت رم 6 گیگابایت - ویتنام,سامسونگ,1,گوشی موبایل,105
gsp-14774,Samsung Galaxy Z Fold 4 5G Vietnam 512GB/12GB RAM,گوشی موبایل سامسونگ مدل گلکسی زد فولد 4 5G ظرفیت 512 گیگابایت رم 12 گیگابایت - ویتنام,سامسونگ,1,گوشی موبایل,105
gsp-14775,Samsung Galaxy Z Fold 3 5G Vietnam 512GB/12GB RAM,گوشی موبایل سامسونگ مدل گلکسی زد فولد 3 5G ظرفیت 512 گیگابایت رم 12 گیگابایت - ویتنام,سامسونگ,1,گوشی موبایل,105
gsp-14776,Samsung Galaxy Z Flip 4 5G Vietnam 512GB/8GB RAM,گوشی موبایل سامسونگ مدل گلکسی زد فلیپ 4 5G ظرفیت 512 گیگابایت رم 8 گیگابایت - ویتنام,سامسونگ,1,گوشی موبایل,105
gsp-15850,Samsung EP-T2510 25 Watts Wall Charger,شارژر دیواری سامسونگ 25 وات مدل EP-T2510,سامسونگ,1,شارژر گوشی,121
gsp-15895,Samsung Galaxy A06 4G 64GB/4GB RAM,گوشی موبایل سامسونگ مدل گلکسی A06 4G ظرفیت 64 گیگابایت رم 4 گیگابایت,سامسونگ,1,گوشی موبایل,105
gsp-15894,Samsung Galaxy A06 4G 128GB/4GB RAM,گوشی موبایل سامسونگ مدل گلکسی A06 4G ظرفیت 128 گیگابایت رم 4 گیگابایت,سامسونگ,1,گوشی موبایل,105
gsp-15468,Samsung Galaxy A06 4G 128GB/6GB RAM,گوشی موبایل سامسونگ مدل گلکسی A06 4G ظرفیت 128 گیگابایت رم 6 گیگابایت,سامسونگ,1,گوشی موبایل,105
gsp-16098,Samsung i9000 Wall Charger,شارژر دیواری سامسونگ مدل i9000,سامسونگ,1,شارژر گوشی,121
gsp-3100,Samsung E1272,گوشی موبایل سامسونگ مدل E1272,سامسونگ,1,گوشی موبایل,105
gsp-16382,Samsung J8 GH59 Wired Handsfree,هندزفری سیمی سامسونگ مدل J8 GH59,سامسونگ,1,هندزفری با سیم,125
gsp-16394,Samsung Galaxy Watch 7 40mm,ساعت هوشمند سامسونگ Galaxy Watch 7 40mm,سامسونگ,1,ساعت هوشمند,190
gsp-16398,Samsung Galaxy Buds 3 Bluetooth Earbuds,هندزفری بی سیم سامسونگ مدل Galaxy Buds 3,سامسونگ,1,هندزفری بلوتوثی,111
gsp-16391,Samsung Galaxy Watch 7 44mm,ساعت هوشمند سامسونگ Galaxy Watch 7 44mm,سامسونگ,1,ساعت هوشمند,190
gsp-16393,Samsung Galaxy A55 Malaysia 256GB/12GB RAM,گوشی موبایل سامسونگ مدل گلکسی A55 ظرفیت 256 گیگابایت رم 12 گیگابایت - مالزی,سامسونگ,1,گوشی موبایل,105
gsp-11382,Samsung Galaxy S24 Plus 5G 256GB/12GB RAM,گوشی موبایل سامسونگ مدل گلکسی S24 پلاس ظرفیت 256 گیگابایت رم 12 گیگابایت,سامسونگ,1,گوشی موبایل,105
gsp-16768,Samsung Galaxy M14 5G SM-E146B/DS 64GB/4GB RAM,گوشی موبایل سامسونگ مدل گلکسی M14 5G ظرفیت 64 گیگابایت رم 4 گیگابایت,سامسونگ,1,گوشی موبایل,105
gsp-16742,Samsung Galaxy S24 FE Vietnam 256GB/8GB RAM,گوشی موبایل سامسونگ مدل گلکسی S24 FE ظرفیت 256 گیگابایت رم 8 گیگابایت - ویتنام,سامسونگ,1,گوشی موبایل,105
gsp-17040,Samsung Galaxy S24 FE Vietnam 512GB/8GB RAM,گوشی موبایل سامسونگ مدل گلکسی S24 FE ظرفیت 512 گیگابایت رم 8 گیگابایت - ویتنام,سامسونگ,1,گوشی موبایل,105
gsp-17111,Samsung Galaxy Smart Tag 2,تگ هوشمند سامسونگ Galaxy Smart Tag 2,سامسونگ,1,لوازم جانبی موبایل,210
gsp-16296,Samsung Galaxy Buds 3 Pro Bluetooth Earbuds,هندزفری بی سیم سامسونگ مدل Galaxy Buds 3 Pro,سامسونگ,1,هندزفری بلوتوثی,111
gsp-17315,Samsung 25W One Port Fast and PD Wall Charger,شارژر دیواری PD و فست تک پورت سامسونگ مدل  25W,سامسونگ,1,شارژر گوشی,121
gsp-17359,Samsung EP-T2510 25 Watts Wall Charger (3 Pin Socket),شارژر دیواری سامسونگ 25 وات مدل EP-T2510 (سه پین),سامسونگ,1,شارژر گوشی,121
gsp-17410,Samsung Galaxy A55 128GB/8GB RAM,گوشی موبایل سامسونگ مدل گلکسی A55 ظرفیت 128 گیگابایت رم 8 گیگابایت,سامسونگ,1,گوشی موبایل,105
gsp-17426,Samsung AKG Note10 Plus port Type-C Wired Handsfree,هندزفری سیمی سامسونگ AKG مدل Note10 Plus با پورت Type-C,سامسونگ,1,هندزفری با سیم,125
gsp-17479,Samsung ORG 45W Fast and PD Single Port Three Pin Type-C Wall Charger,شارژر دیواری سه پین فست و PD تک پورت تایپ سی سامسونگ مدل 45W ORG,سامسونگ,1,شارژر گوشی,121
gsp-17497,Samsung LS24R35 Monitor,مانیتور سامسونگ مدل LS24R35 سایز 24 اینچ,سامسونگ,1,مانیتور,189
gsp-17514,Samsung Galaxy Tab A9 (SM-X115) 128/8GB Tablet,تبلت گلکسی تب A9 سامسونگ (SM-X115) ظرفیت 128 گیگابایت رم 8 گیگابایت,سامسونگ,1,تبلت,106
gsp-12351,Samsung Galaxy Tab S9 FE 5G - 8GB/256GB - (SM-X516B) Single SIM,تبلت گلکسی تب S9 FE سامسونگ 5G حافظه 256 رم 8 گیگابایت - تک سیم کارت,سامسونگ,1,تبلت,106
gsp-17542,Samsung EP-T6530 65 Watts Wall Charger (3 Port),شارژر دیواری سه پورت سامسونگ 65 وات مدل EP-T6530,سامسونگ,1,شارژر گوشی,121
gsp-17536,Samsung S24 FE TA2510 25 Watts Fast Working Wall Charger (3 Pin Socket),شارژر دیواری سرکارتنی فست سامسونگ 25 وات مدل S24 FE TA2510 (سه پین),سامسونگ,1,شارژر گوشی,121
gsp-17546,Samsung 45 Watt Wall Charger (3 Pin Socket),شارژر دیواری سامسونگ 45 وات (سه پین),سامسونگ,1,شارژر گوشی,121
gsp-17538,Samsung TA2510 25 Watts Wall Charger (3 Pin Socket),شارژر دیواری سامسونگ 25 وات مدل TA2510 (سه پین),سامسونگ,1,شارژر گوشی,121
gsp-17550,Samsung TA800 25W Plus Wall Charger (3 Pin Socket) Pack of 20,شارژر دیواری سامسونگ 25 وات مدل TA800 (پک 20 عددی) (سه پین),سامسونگ,1,شارژر گوشی,121
gsp-17561,Samsung TA200 S10 RFT Wall Charger Pack of 100,شارژر دیواری سامسونگ مدل TA200 S10 RFT (پک 100 عددی),سامسونگ,1,شارژر گوشی,121
gsp-17560,Samsung TA800 25W Plus Wall Charger (3 Pin Socket) Pack of 20 Vietnam,شارژر دیواری سامسونگ 25 وات مدل TA800 (پک 20 عددی) (سه پین) ویتنام,سامسونگ,1,شارژر گوشی,121
gsp-17578,Samsung EP-TA200 New 15 Watt Wall Charger,شارژر دیواری سامسونگ 15 وات مدل EP-TA200 New,سامسونگ,1,شارژر گوشی,121
gsp-17577,Samsung EP-TA800 25 Watt Wall Charger (3 Pin Socket) Vietnam,شارژر دیواری سامسونگ 25 وات مدل EP-TA800 (سه پین) ویتنام به همراه کابل شارژ Type-C,سامسونگ,1,شارژر گوشی,121
gsp-17573,Samsung S10 Wall Charger,شارژر دیواری سامسونگ مدل S10,سامسونگ,1,شارژر گوشی,121
gsp-17591,Samsung 15W Wall Charger (2 Pin Socket) Vietnam Pack of 20,شارژر دیواری سامسونگ 15 وات مدل (پک 20 عددی) (دو پین) ویتنام,سامسونگ,1,شارژر گوشی,121
gsp-17592,Samsung S10-CH Wall Charger,شارژر دیواری سامسونگ مدل S10-CH,سامسونگ,1,شارژر گوشی,121
gsp-17593,Samsung D880 Wall Charger,شارژر دیواری سامسونگ مدل D880,سامسونگ,1,شارژر گوشی,121
gsp-17588,Samsung 25W CH Wall Charger (3 Pin Socket) Pack of 20,شارژر دیواری سامسونگ 25 وات CH مدل (پک 20 عددی) (سه پین),سامسونگ,1,شارژر گوشی,121
gsp-17589,Samsung TA800 25 Watt Wall Charger (2 Pin Socket) Vietnam Pack of 20 Vietnam,شارژر دیواری سامسونگ 25 وات مدل TA800 (پک 20 عددی) (دو پین) ویتنام,سامسونگ,1,شارژر گوشی,121
gsp-10472,Samsung Galaxy Tab S9 Ultra 5G - 12GB/512GB - Single SIM,تبلت گلکسی تب S9 Ultra سامسونگ - 512 گیگابایت - رم 12 گیگابایت - تک سیم کارت,سامسونگ,1,تبلت,106
gsp-17665,Samsung Galaxy Tab A9 Plus 5G (SM-X216) 128/8GB Tablet,تبلت گلکسی تب A9 Plus 5G سامسونگ (SM-X216) ظرفیت 128 گیگابایت رم 8 گیگابایت,سامسونگ,1,تبلت,106
gsp-12109,Samsung Galaxy M55 256GB/8GB RAM,گوشی موبایل سامسونگ مدل گلکسی M55 ظرفیت 256 گیگابایت رم 8 گیگابایت,سامسونگ,1,گوشی موبایل,105
gsp-17724,Xiaomi Redmi 13 - SUPER-D Full Glass Screen Protector,محافظ تمام صفحه (گلس) شیائومی ردمی 13 مدل SUPER-D,سامسونگ,1,محافظ تمام صفحه گوشی,117
gsp-14022,Samsung ORG 25W Wall Charger,شارژر دیواری سامسونگ 25 وات مدل ORG,سامسونگ,1,شارژر گوشی,121
gsp-14274,Samsung EP-T4510 45 Watt Wall Charger,شارژر دیواری سامسونگ 45 وات مدل EP-T4510 تایپ سی (سه پین),سامسونگ,1,شارژر گوشی,121
gsp-14276,Samsung S10 Wall Charger Pack of 10,شارژر دیواری سامسونگ مدل S10 (پک 10 عددی),سامسونگ,1,شارژر گوشی,121
gsp-14277,Samsung 15 Watt Wall Charger,شارژر دیواری سامسونگ 15 وات,سامسونگ,1,شارژر گوشی,121
gsp-14279,Samsung TA200 S10 RFT Wall Charger,شارژر دیواری سامسونگ مدل TA200 S10 RFT,سامسونگ,1,شارژر گوشی,121
gsp-14292,Samsung EP-TA200 Wall Charger,شارژر دیواری سامسونگ مدل EP-TA200 با کابل شارژ اندروید,سامسونگ,1,شارژر گوشی,121
gsp-14303,Samsung TA800 25 Watt Wall Charger  - Pack of 20,شارژر دیواری سامسونگ 20 وات مدل TA800 (پک 20 عددی) ویتنام,سامسونگ,1,شارژر گوشی,121
gsp-14302,Samsung Wall Charger,شارژر دیواری سامسونگ با کابل شارژ تایپ سی,سامسونگ,1,شارژر گوشی,121
gsp-14343,Samsung Galaxy S20 FE 5G Vietnam 128GB/8GB RAM,گوشی موبایل سامسونگ مدل گلکسی S20 FE 5G ظرفیت 128 گیگابایت رم 8 گیگابایت - ویتنام,سامسونگ,1,گوشی موبایل,105
gsp-14557,LCD Samsung Galaxy A25 - 5G (A256) W.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A25 - 5G (A256) W.F,سامسونگ,1,ال سی دی گوشی,192
gsp-14556,LCD Samsung Galaxy A55 - 5G (A556) W.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A55 - 5G (A556) W.F,سامسونگ,1,ال سی دی گوشی,192
gsp-14555,LCD Samsung Galaxy A15 (A155) W.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی LCD A15 (A155) W.F,سامسونگ,1,ال سی دی گوشی,192
gsp-13618,Samsung EP-T1510 15 Watt Wall Charger,شارژر دیواری سامسونگ 15 وات مدل EP-T1510,سامسونگ,1,شارژر گوشی,121
gsp-13619,Samsung EP-T1510 15 Watt Wall Charger,شارژر دیواری سامسونگ 15 وات مدل EP-T1510 (سه پین),سامسونگ,1,شارژر گوشی,121
gsp-13472,LCD Samsung Galaxy A52 (A525/A526) W.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A52 - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13480,LCD Samsung Galaxy A50 (A505) W.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A50 - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13473,LCD Samsung Galaxy A51 (A515) W.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A51 - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13475,LCD Samsung Galaxy A32 4G (A325) W.F BLACK (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A32 - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13481,LCD Samsung Galaxy M31 (M315) W.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی M31 - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13469,LCD Samsung Galaxy J3 2016 (J320) N.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی J3 2016 (J320) - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13468,LCD Samsung Galaxy J5 PRO (J530) N.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی J5 PRO (J530) - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13476,LCD Samsung Galaxy A30 (A305) W.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A30 - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13479,LCD Samsung Galaxy A31 (A315) W.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A31 - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13474,LCD Samsung Galaxy A72 (A725/A726 ) W.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A72 - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13483,LCD Samsung Galaxy A52S (A528) W.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A52S (A528) - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13482,LCD Samsung Galaxy J7 PRIME (G610) N.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی J7 PRIME (G610) - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13467,LCD Samsung Galaxy J7 PRO (J730) N.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی J7 PRO (J730) - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13466,LCD Samsung Galaxy A23 5G (A236) N.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A23 5G (A236) - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13477,LCD Samsung Galaxy M32 (M325) (4G) W.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی M32 - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13478,LCD Samsung Galaxy A30S (A307) W.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A30S - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13390,LCD Samsung Galaxy A33 (A336) W.F BLACK (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A33 - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13544,LCD Samsung Galaxy J5 (J500) N.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی J5 - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13539,LCD Samsung Galaxy A22 4G (A225) W.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A22 - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13541,LCD Samsung Galaxy A20 (A205) W.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A20 - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13549,LCD Samsung Galaxy M20 (M205) N.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی M20 - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13545,LCD Samsung Galaxy A13 5G (A137) N.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A13 - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13542,LCD Samsung Galaxy J6 (J600/A600) N.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی J6 - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13546,LCD Samsung Galaxy A11 (A115) N.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A11 - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13543,LCD Samsung Galaxy A21S (A217) W.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A21S - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13540,LCD Samsung Galaxy A7 2018 (A750) N.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A7 - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13548,LCD Samsung Galaxy A2 CORE (A260) N.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A2 - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13591,LCD Samsung Galaxy A12 (A125) N.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A12 - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13592,LCD Samsung Galaxy A03S (A037) N.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A03S - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13589,LCD Samsung Galaxy A03 (A035) N.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A03 - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13588,LCD Samsung Galaxy A02S (A025) N.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A02S CORE - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13590,LCD Samsung Galaxy A20S (A207) N.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A20S - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13586,LCD Samsung Galaxy A04S (A047) N.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A04S - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13593,LCD Samsung Galaxy A01 (A015) BIG N.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی BIG A01 - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13587,LCD Samsung Galaxy A03 CORE (A032) N.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A03 CORE - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13596,LCD Samsung Galaxy A01 (A015) SMALL N.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A01 SMALL - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13595,LCD Samsung Galaxy A70 (A705) W.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A70 - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13617,Samsung EP-TA220 35 Watt Wall Charger,شارژر دیواری سامسونگ 35 وات مدل EP-TA220 (دو پورت),سامسونگ,1,شارژر گوشی,121
gsp-13369,LCD Samsung Galaxy S23 Ultra (S918) W.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی S23 آلترا - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13377,LCD Samsung Galaxy A146 B (Big Flat) N.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A146 B- شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13380,LCD Samsung Galaxy S21 FE (G990) W.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی S21 FE - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13389,LCD Samsung Galaxy S21 Ultra (G998) W.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی S21 آلترا - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13393,LCD Samsung Galaxy S22 Ultra (S908) W.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی S22 آلترا - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13398,LCD Samsung Galaxy A05S (A057) N.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A05S - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13401,LCD Samsung Galaxy S20 FE (G780) W.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی S20 FE - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13397,LCD Samsung Galaxy A23 - 4G (A235) N.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A23 - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13395,LCD Samsung Galaxy A52 (A525/A526) W.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A52 - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13400,LCD Samsung Galaxy J3 2017 (J330) N.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی J3 - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13396,LCD Samsung Galaxy A34 - 5G(A346) W.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A34 - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13399,LCD Samsung Galaxy A05 (A055) N.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A05 - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13404,LCD Samsung Galaxy A53 - 5G (A536) W.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A53 - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13406,LCD Samsung Galaxy A04 (A045) N.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A04 - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13407,LCD Samsung Galaxy M30 (M305) W.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی M30 - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13403,LCD Samsung Galaxy A73 (A736) W.F BLACK (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A73 - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13405,LCD Samsung Galaxy A71 (A715) W.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A71 - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-13402,LCD Samsung Galaxy A04E (A042) N.F (Service Pack),ال سی دی گوشی سامسونگ مدل گلکسی A04E - شرکتی,سامسونگ,1,ال سی دی گوشی,192
gsp-12995,Samsung EP-T4510 45 Watt Wall Charger,شارژر دیواری سامسونگ 45 وات مدل EP-T4510 با کابل تبدیل USB-C (سه پین),سامسونگ,1,شارژر گوشی,121
gsp-8667,Samsung Galaxy Tab S6 Lite (2022) 10.4 LTE - 4GB/128GB - Wi-Fi/LTE - Tablet,تبلت سامسونگ گلکسی تب اس 6 لایت (مدل 2022) - 10.4 اینچ - حافظه 128 گیگابایت - رم 4 گیگابایت,سامسونگ,1,تبلت,106
gsp-12686,Samsung J5 Wired Handsfree,هندزفری با سیم سامسونگ مدل J5 بسته 20 عددی,سامسونگ,1,هندزفری بلوتوثی,111
gsp-11759,Samsung Galaxy A55 256GB/8GB RAM,گوشی موبایل سامسونگ مدل گلکسی A55 ظرفیت 256 گیگابایت رم 8 گیگابایت,سامسونگ,1,گوشی موبایل,105
gsp-12353,Samsung Galaxy Tab S9 FE 5G - 6GB/128GB - Single SIM,تبلت گلکسی تب S9 FE سامسونگ 5G حافظه 128 رم 6 گیگابایت - تک سیم کارت,سامسونگ,1,تبلت,106
gsp-12298,Samsung Galaxy Fit 3 Smart Band,مچ بند هوشمند سامسونگ Galaxy Fit 3,سامسونگ,1,ساعت هوشمند,190
gsp-12180,Samsung TA800 25 Watt Original Wall Charger,شارژر دیواری سامسونگ 25 وات مدل TA800 اصلی (سه پین),سامسونگ,1,شارژر گوشی,121
gsp-12179,Samsung EP-TA845 45W Wall Charger,شارژر دیواری سامسونگ 45 وات مدل EP-TA845,سامسونگ,1,شارژر گوشی,121
gsp-12181,Samsung EP-TA845 45 Watt Wall Charger with Type-C Charger Cable,شارژر دیواری سامسونگ 45 وات مدل EP-TA845 با کابل تبدیل Type-C (سه پین),سامسونگ,1,شارژر گوشی,121
gsp-12128,Samsung Galaxy A35 Vietnam 256GB/8GB RAM,گوشی موبایل سامسونگ مدل گلکسی A35 ظرفیت 256 گیگابایت رم 8 گیگابایت - ویتنام,سامسونگ,1,گوشی موبایل,105
gsp-12131,Samsung Galaxy A55 Vietnam 128GB/8GB RAM,گوشی موبایل سامسونگ مدل گلکسی A55 ظرفیت 128 گیگابایت رم 8 گیگابایت - ویتنام,سامسونگ,1,گوشی موبایل,105
gsp-12129,Samsung Galaxy A35 Vietnam 128GB/8GB RAM,گوشی موبایل سامسونگ مدل گلکسی A35 ظرفیت 128 گیگابایت رم 8 گیگابایت - ویتنام,سامسونگ,1,گوشی موبایل,105
gsp-12130,Samsung Galaxy A55 Vietnam 256GB/8GB RAM,گوشی موبایل سامسونگ مدل گلکسی A55 ظرفیت 256 گیگابایت رم 8 گیگابایت - ویتنام,سامسونگ,1,گوشی موبایل,105
gsp-12051,Samsung AKG Wired Handsfree,هندزفری با سیم سامسونگ مدل AKG,سامسونگ,1,هندزفری بلوتوثی,111
gsp-11986,Samsung EHS61 j8 ORG Wired Handsfree,هندزفری سیمی سامسونگ مدل EHS61 j8 ORG,سامسونگ,1,هندزفری با سیم,125
gsp-11990,Samsung Galaxy S24 Ultra 5G Vietnam 1TB/12GB RAM,گوشی موبایل سامسونگ مدل گلکسی S24 اولترا 5G ظرفیت 1 ترابایت رم 12 گیگابایت - ویتنام,سامسونگ,1,گوشی موبایل,105
gsp-10471,Samsung Galaxy Tab S9 Ultra 5G - 12GB/256GB - Single SIM,تبلت گلکسی تب S9 Ultra سامسونگ - 256 گیگابایت - رم 12 گیگابایت - تک سیم کارت,سامسونگ,1,تبلت,106
